method,skill,run,Trial_1_Model,Trial_2_Model,Trial_3_Model,Trial_4_Model,Trial_5_Model,Trial_1_SVM,Trial_2_SVM,Trial_3_SVM,Trial_4_SVM,Trial_5_SVM,Acc_Full,Acc_Fea
CNN+LSTM,Suture,4,0.7876777,0.7618243,0.70596206,0.67741936,0.72164947,0.77345973,0.7668919,0.6585366,0.58651024,0.45189002,0.7309066,0.6474577
CNN+LSTM,Knot,5,0.6878788,0.52866244,0.71359223,0.69135803,0.67261904,0.6212121,0.27707008,0.6092233,0.50617284,0.52380955,0.6588221,0.50749755
CNN+LSTM,Needle,5,0.55841583,0.5685484,0.49019608,0.55044246,0.6414634,0.12871288,0.50403225,0.23856209,0.460177,0.42682928,0.56181324,0.3516627
CNN+LSTM,Suture,5,0.6831169,0.62212646,0.61813843,0.64605266,0.61027193,0.43982685,0.44827586,0.4797136,0.58157897,0.5649547,0.63594127,0.50286996
LSTM,Knot,1,0.5969697,0.5923567,0.5703884,0.6962963,0.6130952,0.57878786,0.477707,0.57281554,0.70864195,0.70535713,0.61382127,0.6086619
LSTM,Needle,1,0.15247525,0.5705645,0.37745097,0.47964603,0.44390243,0.15247525,0.20766129,0.37745097,0.47964603,0.29268292,0.40480784,0.3019833
LSTM,Suture,1,0.66580087,0.5158046,0.61813843,0.5710526,0.5876133,0.66233766,0.5158046,0.61813843,0.5710526,0.5876133,0.59168196,0.59098935
LSTM,Knot,2,0.6454545,0.5987261,0.54126215,0.6,0.5744048,0.6393939,0.58598727,0.54126215,0.59753084,0.5744048,0.5919695,0.5877158
LSTM,Needle,2,0.15247525,0.5705645,0.37745097,0.5185841,0.4414634,0.17821783,0.5705645,0.37745097,0.47964603,0.3902439,0.41210765,0.39922464
LSTM,Suture,2,0.66580087,0.5158046,0.61813843,0.5710526,0.5876133,0.66580087,0.5158046,0.61813843,0.48552632,0.5876133,0.59168196,0.5745767
LSTM,Knot,3,0.57878786,0.5923567,0.54126215,0.59753084,0.63095236,0.57575756,0.34394905,0.4854369,0.59753084,0.64880955,0.588178,0.5302968
LSTM,Needle,3,0.15247525,0.5705645,0.38562092,0.47964603,0.4512195,0.4059406,0.55241936,0.3872549,0.3539823,0.4414634,0.40790525,0.4282121
LSTM,Suture,3,0.66580087,0.52442527,0.61813843,0.5710526,0.5876133,0.66580087,0.52442527,0.61813843,0.45394737,0.57250756,0.5934061,0.5669639
LSTM,Knot,4,0.6030303,0.5923567,0.54126215,0.65185183,0.6160714,0.5242424,0.5923567,0.54126215,0.6419753,0.5625,0.6009145,0.5724673
LSTM,Needle,4,0.47128713,0.5705645,0.37745097,0.5168142,0.4414634,0.54059404,0.20766129,0.3382353,0.47964603,0.4414634,0.47551605,0.40152
LSTM,Suture,4,0.66580087,0.5158046,0.61813843,0.5710526,0.5876133,0.6952381,0.5158046,0.53102624,0.46052632,0.56646526,0.59168196,0.5538121
LSTM,Knot,5,0.6636364,0.6369427,0.61893207,0.59753084,0.5922619,0.6636364,0.5987261,0.592233,0.59753084,0.58928573,0.62186074,0.6082824
LSTM,Needle,5,0.18415841,0.5705645,0.37745097,0.5115044,0.4414634,0.18415841,0.20766129,0.37745097,0.47964603,0.4414634,0.41702834,0.33807603
LSTM,Suture,5,0.66580087,0.5158046,0.61813843,0.5710526,0.5876133,0.66580087,0.5158046,0.53699285,0.5710526,0.5876133,0.59168196,0.57545286
DCT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.7826087,0.7122807,0.43717277,0.7041096,0.59210527,0.0,0.6456554
DCT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.22911051,0.5388601,0.4642857,0.32997987,0.48967552,0.0,0.41038233
DCT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.5412322,0.4527027,0.5609756,0.670088,0.2646048,0.0,0.49792066
DCT,Knot,4,0.0,0.0,0.0,0.0,0.0,0.7826087,0.7122807,0.43717277,0.7041096,0.59210527,0.0,0.6456554
DCT,Needle,4,0.0,0.0,0.0,0.0,0.0,0.22911051,0.5388601,0.4642857,0.32997987,0.48967552,0.0,0.41038233
DCT,Suture,4,0.0,0.0,0.0,0.0,0.0,0.5412322,0.4527027,0.5609756,0.670088,0.2646048,0.0,0.49792066
