method,skill,run,Trial_1_Model,Trial_2_Model,Trial_3_Model,Trial_4_Model,Trial_5_Model,Trial_1_SVM,Trial_2_SVM,Trial_3_SVM,Trial_4_SVM,Trial_5_SVM,Acc_Full,Acc_Fea
CNN,Knot,4,0.83916086,0.5407407,0.76582277,0.8765432,0.65217394,0.72727275,0.38518518,0.51898736,0.8703704,0.5942029,0.7348883,0.6192037
CNN,Needle,4,0.7515528,0.7979798,0.7972973,0.60262007,0.8971428,0.50931674,0.54545456,0.5045045,0.3973799,0.54285717,0.7693186,0.49990258
CNN,Suture,4,0.79387754,0.87169814,0.7719298,0.71382636,0.66292137,0.81836736,0.86415094,0.6725146,0.4726688,0.505618,0.76285064,0.66666394
CNN,Knot,5,0.8321678,0.5407407,0.79113925,0.9259259,0.73188406,0.72727275,0.45185184,0.53797466,0.89506173,0.6666667,0.7643716,0.65576553
CNN,Needle,5,0.7763975,0.9444444,0.7972973,0.6069869,0.7828571,0.50931674,0.82323235,0.7972973,0.5371179,0.54285717,0.78159666,0.6419643
CNN,Suture,5,0.8755102,0.84528303,0.64912283,0.7395498,0.74531835,0.82653064,0.84150946,0.622807,0.39228296,0.44194758,0.7709569,0.6250155
CNN+LSTM,Knot,1,0.8811189,0.77037036,0.74050635,0.89506173,0.73188406,0.8321678,0.45925927,0.6708861,0.9074074,0.7246377,0.80378824,0.71887165
CNN+LSTM,Needle,1,0.9068323,0.77272725,0.6891892,0.6375546,0.81714284,0.9068323,0.77272725,0.6261261,0.5633188,0.58285713,0.76468927,0.69037235
CNN+LSTM,Suture,1,0.89387757,0.8603774,0.76900584,0.71382636,0.74531835,0.89591837,0.84528303,0.50584793,0.5209003,0.52434456,0.7964811,0.6584588
CNN+LSTM,Knot,2,0.8251748,0.8074074,0.74050635,0.9074074,0.79710144,0.56643355,0.5037037,0.6075949,0.8765432,0.5652174,0.8155195,0.62389857
CNN+LSTM,Needle,2,0.8695652,0.8484849,0.7972973,0.68122274,0.86285716,0.5279503,0.9040404,0.7117117,0.5720524,0.6571429,0.8118854,0.67457956
CNN+LSTM,Suture,2,0.8020408,0.84528303,0.7719298,0.7170418,0.7602996,0.81632656,0.8754717,0.6403509,0.54662377,0.3445693,0.779319,0.64466846
CNN+LSTM,Knot,3,0.85314685,0.7407407,0.7721519,0.86419755,0.7246377,0.84615386,0.4962963,0.7531645,0.845679,0.65217394,0.7909749,0.71869355
CNN+LSTM,Needle,3,0.9006211,0.81313133,0.7972973,0.60262007,0.82285714,0.6459627,0.7878788,0.7972973,0.44978166,0.64,0.7873054,0.6641841
CNN+LSTM,Suture,3,0.82857144,0.7849057,0.7719298,0.7942122,0.7490637,0.87142855,0.7924528,0.5292398,0.5401929,0.29213482,0.78573656,0.6050898
CNN+LSTM,Knot,4,0.8951049,0.7185185,0.74050635,0.91358024,0.6956522,0.7762238,0.4888889,0.556962,0.90123457,0.5362319,0.79267246,0.6519082
CNN+LSTM,Needle,4,0.863354,0.81313133,0.7972973,0.60262007,0.83428574,0.8136646,0.8484849,0.37387386,0.5414847,0.5885714,0.7821377,0.6332159
CNN+LSTM,Suture,4,0.8367347,0.78867924,0.7748538,0.71382636,0.7565543,0.87142855,0.8264151,0.6812866,0.6237942,0.7340824,0.7741297,0.74740136
CNN+LSTM,Knot,5,0.7902098,0.7185185,0.74050635,0.8518519,0.7246377,0.84615386,0.4,0.5443038,0.8518519,0.6666667,0.7651448,0.66179526
CNN+LSTM,Needle,5,0.7515528,0.82828283,0.7972973,0.6375546,0.94285715,0.68944097,0.7676768,0.7882883,0.6200873,0.74857146,0.7915089,0.72281295
CNN+LSTM,Suture,5,0.86734694,0.8867925,0.83040935,0.7170418,0.6666667,0.8836735,0.87169814,0.84502923,0.39228296,0.5318352,0.79365146,0.7049038
LSTM,Knot,1,0.6923077,0.7185185,0.835443,0.8148148,0.89855075,0.6923077,0.76296294,0.84177214,0.82098764,0.7463768,0.791927,0.77288145
LSTM,Needle,1,0.24844721,0.7323232,0.5315315,0.55021834,0.5314286,0.310559,0.26767677,0.5315315,0.41921398,0.4857143,0.51878977,0.4029391
LSTM,Suture,1,0.79387754,0.69056606,0.7719298,0.71382636,0.74531835,0.79387754,0.69056606,0.7719298,0.71382636,0.74531835,0.7431036,0.7431036
LSTM,Knot,2,0.6923077,0.7185185,0.74050635,0.77160496,0.7246377,0.6923077,0.7185185,0.74050635,0.77160496,0.7536232,0.729515,0.7353121
LSTM,Needle,2,0.7453416,0.7323232,0.7162162,0.65938866,0.54285717,0.24844721,0.28282827,0.7252252,0.6069869,0.5314286,0.6792254,0.47898322
LSTM,Suture,2,0.8020408,0.7283019,0.7719298,0.71382636,0.74531835,0.8510204,0.7283019,0.7719298,0.71382636,0.74531835,0.75228345,0.76207936
LSTM,Knot,3,0.6923077,0.7259259,0.74050635,0.77160496,0.7246377,0.6923077,0.58518517,0.65189874,0.77160496,0.7246377,0.7309965,0.68512684
LSTM,Needle,3,0.80124223,0.7323232,0.5315315,0.7379913,0.61714286,0.24844721,0.26767677,0.5315315,0.6069869,0.61714286,0.6840462,0.45435706
LSTM,Suture,3,0.79387754,0.69056606,0.7719298,0.71382636,0.74531835,0.79387754,0.69056606,0.7719298,0.5530547,0.74531835,0.7431036,0.7109493
LSTM,Knot,4,0.8181818,0.7185185,0.7721519,0.77160496,0.78985506,0.8181818,0.7185185,0.778481,0.77160496,0.8043478,0.77406245,0.77822685
LSTM,Needle,4,0.24844721,0.7323232,0.7162162,0.6113537,0.6,0.26086956,0.26767677,0.6891892,0.62445414,0.5314286,0.5816681,0.47472364
LSTM,Suture,4,0.81632656,0.69056606,0.7719298,0.71382636,0.74531835,0.79387754,0.69056606,0.56725144,0.6141479,0.74531835,0.7475934,0.68223226
LSTM,Knot,5,0.6923077,0.7777778,0.7721519,0.77160496,0.7246377,0.6923077,0.7777778,0.778481,0.77160496,0.5217391,0.747696,0.7083821
LSTM,Needle,5,0.24844721,0.72727275,0.5315315,0.87772924,0.54285717,0.24844721,0.7323232,0.44144145,0.87772924,0.5314286,0.5855676,0.5662739
LSTM,Suture,5,0.79387754,0.69056606,0.7719298,0.71382636,0.74531835,0.79387754,0.69433963,0.7719298,0.71382636,0.74531835,0.7431036,0.74385834
convAuto,Knot,1,0.0,0.0,0.0,0.0,0.0,0.67832166,0.78518516,0.56962025,0.8518519,0.5,0.0,0.6769958
convAuto,Needle,1,0.0,0.0,0.0,0.0,0.0,0.7826087,0.5707071,0.7252252,0.6637555,0.6628571,0.0,0.6810307
convAuto,Suture,1,0.0,0.0,0.0,0.0,0.0,0.46938777,0.51320755,0.7017544,0.63022506,0.6142322,0.0,0.58576137
convAuto,Knot,2,0.0,0.0,0.0,0.0,0.0,0.7692308,0.6074074,0.6329114,0.74691355,0.7173913,0.0,0.6947709
convAuto,Needle,2,0.0,0.0,0.0,0.0,0.0,0.7204969,0.63131315,0.7927928,0.8427948,0.7885714,0.0,0.7551938
convAuto,Suture,2,0.0,0.0,0.0,0.0,0.0,0.78367347,0.7169811,0.7017544,0.511254,0.60674155,0.0,0.6640809
convAuto,Knot,3,0.0,0.0,0.0,0.0,0.0,0.6363636,0.5777778,0.6708861,0.8703704,0.82608694,0.0,0.716297
convAuto,Needle,3,0.0,0.0,0.0,0.0,0.0,0.7204969,0.63131315,0.33333334,0.6419214,0.6342857,0.0,0.5922701
convAuto,Suture,3,0.0,0.0,0.0,0.0,0.0,0.8122449,0.6226415,0.75438595,0.4630225,0.5917603,0.0,0.64881104
convAuto,Knot,4,0.0,0.0,0.0,0.0,0.0,0.5944056,0.6814815,0.5506329,0.82098764,0.9130435,0.0,0.7121102
convAuto,Needle,4,0.0,0.0,0.0,0.0,0.0,0.8074534,0.8333333,0.5945946,0.6724891,0.5257143,0.0,0.6867169
convAuto,Suture,4,0.0,0.0,0.0,0.0,0.0,0.67959183,0.71320754,0.6520468,0.6237942,0.5805243,0.0,0.64983296
convAuto,Knot,5,0.0,0.0,0.0,0.0,0.0,0.73426574,0.65185183,0.48101267,0.93209875,0.76811594,0.0,0.71346897
convAuto,Needle,5,0.0,0.0,0.0,0.0,0.0,0.78881985,0.46969697,0.6486486,0.6375546,0.73142856,0.0,0.65522975
convAuto,Suture,5,0.0,0.0,0.0,0.0,0.0,0.9285714,0.6339623,0.69590646,0.76848876,0.6441948,0.0,0.73422474
DFT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.5174825,0.53333336,0.5443038,0.7222222,0.60144925,0.0,0.58375823
DFT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.5714286,0.5,0.3783784,0.3973799,0.5942857,0.0,0.4882945
DFT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.50612247,0.54339623,0.7280702,0.51446944,0.39325842,0.0,0.53706336
DCT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.6363636,0.6296296,0.60126585,0.6851852,0.70289856,0.0,0.65106857
DCT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.49068323,0.41414142,0.5540541,0.510917,0.51428574,0.0,0.49681628
DCT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.5510204,0.51320755,0.59356725,0.76527333,0.19850187,0.0,0.5243141
DCT,Knot,4,0.0,0.0,0.0,0.0,0.0,0.6363636,0.6296296,0.60126585,0.6851852,0.70289856,0.0,0.65106857
DCT,Needle,4,0.0,0.0,0.0,0.0,0.0,0.49068323,0.41414142,0.5540541,0.510917,0.51428574,0.0,0.49681628
DCT,Suture,4,0.0,0.0,0.0,0.0,0.0,0.5510204,0.51320755,0.59356725,0.76527333,0.19850187,0.0,0.5243141
