method,skill,run,Trial_1_Model,Trial_2_Model,Trial_3_Model,Trial_4_Model,Trial_5_Model,Trial_1_SVM,Trial_2_SVM,Trial_3_SVM,Trial_4_SVM,Trial_5_SVM,Acc_Full,Acc_Fea
CNN,Suture,3,0.8471074,0.7923077,0.6904762,0.6983607,0.74712646,0.78305787,0.78846157,0.52380955,0.27540985,0.47126436,0.7550757,0.5684006
CNN,Knot,4,0.82608694,0.72307694,0.7631579,0.9235669,0.7518797,0.6594203,0.4923077,0.65789473,0.7898089,0.63909775,0.79755366,0.64770585
CNN,Needle,4,0.778481,0.77319586,0.79816514,0.61160713,0.8538012,0.5316456,0.61340207,0.44954127,0.54910713,0.53216374,0.7630501,0.535172
CNN,Suture,4,0.83677685,0.8269231,0.77380955,0.7147541,0.7356322,0.65909094,0.76153845,0.6547619,0.57377046,0.33333334,0.7775791,0.596499
CNN,Knot,5,0.7463768,0.5538462,0.7894737,0.91719747,0.518797,0.6666667,0.46923077,0.5131579,0.9044586,0.46616542,0.7051382,0.6039359
CNN,Needle,5,0.84177214,0.76804125,0.79816514,0.64285713,0.83040935,0.48734176,0.58247423,0.6055046,0.47767857,0.54385966,0.776249,0.5393718
CNN,Suture,5,0.85330576,0.8076923,0.7083333,0.7147541,0.46743295,0.70454544,0.8192308,0.5208333,0.4918033,0.4827586,0.7103037,0.6038343
CNN+LSTM,Knot,1,0.82608694,0.8230769,0.7631579,0.8789809,0.84962404,0.73188406,0.43076923,0.6447368,0.8980892,0.68421054,0.8281853,0.677938
CNN+LSTM,Needle,1,0.7531645,0.7474227,0.79816514,0.76339287,0.8479532,0.43037975,0.77835053,0.6605505,0.68303573,0.57894737,0.7820197,0.6262528
CNN+LSTM,Suture,1,0.82438016,0.8423077,0.66369045,0.7147541,0.74712646,0.8140496,0.8230769,0.68154764,0.54754096,0.3256705,0.75845176,0.63837713
CNN+LSTM,Knot,2,0.8768116,0.72307694,0.7434211,0.86624205,0.7744361,0.79710144,0.46153846,0.375,0.79617834,0.7518797,0.7967975,0.6363396
CNN+LSTM,Needle,2,0.84177214,0.8402062,0.79816514,0.6339286,0.86549705,0.76582277,0.81958765,0.6513761,0.625,0.8187134,0.7959138,0.7361
CNN+LSTM,Suture,2,0.8181818,0.8192308,0.77380955,0.7147541,0.7662835,0.86157024,0.8076923,0.7589286,0.70163935,0.36015326,0.7784519,0.69799674
CNN+LSTM,Knot,3,0.8913044,0.76153845,0.75,0.84076434,0.7443609,0.8405797,0.43846154,0.7631579,0.91719747,0.6165413,0.7975936,0.7151876
CNN+LSTM,Needle,3,0.835443,0.8814433,0.79816514,0.6026786,0.7719298,0.5506329,0.88659793,0.79816514,0.5848214,0.57894737,0.777932,0.67983294
CNN+LSTM,Suture,3,0.8057851,0.8269231,0.77380955,0.7147541,0.74712646,0.7747934,0.72692305,0.64285713,0.4918033,0.37931034,0.7736797,0.60313743
CNN+LSTM,Knot,4,0.82608694,0.72307694,0.7434211,0.88535035,0.7293233,0.7826087,0.6923077,0.5197368,0.86624205,0.7067669,0.7814517,0.71353245
CNN+LSTM,Needle,4,0.8164557,0.9329897,0.79816514,0.60714287,0.87134504,0.79746836,0.9587629,0.6834862,0.48660713,0.86549705,0.8052197,0.7583643
CNN+LSTM,Suture,4,0.8698347,0.8423077,0.77380955,0.757377,0.74712646,0.80785125,0.8076923,0.6220238,0.6557377,0.35249043,0.79809105,0.6491591
CNN+LSTM,Knot,5,0.79710144,0.7692308,0.7434211,0.8789809,0.81954885,0.67391306,0.73846155,0.38157895,0.8789809,0.84962404,0.8016566,0.7045117
CNN+LSTM,Needle,5,0.89873415,0.8556701,0.79816514,0.6160714,0.877193,0.556962,0.71649486,0.6651376,0.625,0.87134504,0.8091668,0.6869879
CNN+LSTM,Suture,5,0.88842976,0.84615386,0.77380955,0.7147541,0.74712646,0.87603307,0.85384613,0.66071427,0.49836066,0.3218391,0.79405475,0.6421586
LSTM,Knot,1,0.6956522,0.72307694,0.7763158,0.77707005,0.7293233,0.5072464,0.72307694,0.7631579,0.77707005,0.80451125,0.74028766,0.7150125
LSTM,Needle,1,0.24683544,0.72680414,0.7201835,0.60714287,0.5497076,0.36708862,0.26804122,0.7201835,0.52678573,0.53216374,0.5701347,0.48285255
LSTM,Suture,1,0.7995868,0.6923077,0.77380955,0.7147541,0.74712646,0.79752064,0.6923077,0.77380955,0.5868853,0.74712646,0.7455169,0.7195299
LSTM,Knot,2,0.6956522,0.73846155,0.7565789,0.77707005,0.7293233,0.76086956,0.6846154,0.7434211,0.77707005,0.7293233,0.7394172,0.73905987
LSTM,Needle,2,0.7531645,0.73195875,0.6513761,0.60714287,0.6315789,0.24683544,0.72680414,0.5321101,0.60714287,0.6315789,0.67504424,0.5488943
LSTM,Suture,2,0.79545456,0.6923077,0.77380955,0.7147541,0.74712646,0.79545456,0.6923077,0.7797619,0.7147541,0.74712646,0.7446905,0.74588096
LSTM,Knot,3,0.6956522,0.77692306,0.7894737,0.8980892,0.8120301,0.6594203,0.77692306,0.7894737,0.8789809,0.8120301,0.79443365,0.7833656
LSTM,Needle,3,0.7531645,0.73195875,0.6972477,0.60714287,0.57894737,0.24683544,0.26804122,0.4082569,0.60714287,0.53216374,0.6736922,0.41248804
LSTM,Suture,3,0.79545456,0.6923077,0.77380955,0.7147541,0.74712646,0.5495868,0.6923077,0.77380955,0.7147541,0.74712646,0.7446905,0.6955169
LSTM,Knot,4,0.7536232,0.72307694,0.7434211,0.84713376,0.7293233,0.7536232,0.41538462,0.7368421,0.84713376,0.7293233,0.75931567,0.6964614
LSTM,Needle,4,0.6455696,0.9536083,0.5321101,0.6785714,0.54385966,0.6329114,0.7938144,0.5321101,0.60714287,0.53216374,0.6707438,0.6196285
LSTM,Suture,4,0.80785125,0.6923077,0.80654764,0.7147541,0.7547893,0.7747934,0.6923077,0.60714287,0.81311476,0.68582374,0.75525,0.7146365
LSTM,Knot,5,0.6956522,0.72307694,0.7434211,0.77707005,0.80451125,0.6956522,0.72307694,0.7368421,0.8089172,0.7969925,0.7487463,0.75229615
LSTM,Needle,5,0.7531645,0.7061856,0.5321101,0.61160713,0.53216374,0.24683544,0.41237113,0.48623854,0.63839287,0.53216374,0.6270462,0.46320033
LSTM,Suture,5,0.79545456,0.6923077,0.77380955,0.7147541,0.74712646,0.79545456,0.6923077,0.75,0.7147541,0.74712646,0.7446905,0.73992854
convAuto,Knot,1,0.0,0.0,0.0,0.0,0.0,0.6666667,0.6076923,0.8486842,0.7452229,0.7293233,0.0,0.7195179
convAuto,Needle,1,0.0,0.0,0.0,0.0,0.0,0.31012657,0.86082476,0.6651376,0.7723214,0.5263158,0.0,0.62694526
convAuto,Suture,1,0.0,0.0,0.0,0.0,0.0,0.78305787,0.58076924,0.64285713,0.5147541,0.7126437,0.0,0.6468164
convAuto,Knot,2,0.0,0.0,0.0,0.0,0.0,0.7826087,0.5,0.4868421,0.80254775,0.8120301,0.0,0.67680573
convAuto,Needle,2,0.0,0.0,0.0,0.0,0.0,0.35443038,0.61340207,0.8211009,0.3169643,0.69590646,0.0,0.5603608
convAuto,Suture,2,0.0,0.0,0.0,0.0,0.0,0.7933884,0.63846153,0.6041667,0.61639345,0.4559387,0.0,0.62166977
convAuto,Knot,3,0.0,0.0,0.0,0.0,0.0,0.6666667,0.6615385,0.5263158,0.83439493,0.7518797,0.0,0.6881591
convAuto,Needle,3,0.0,0.0,0.0,0.0,0.0,0.39873418,0.7989691,0.79816514,0.32142857,0.53216374,0.0,0.56989217
convAuto,Suture,3,0.0,0.0,0.0,0.0,0.0,0.4338843,0.6769231,0.75595236,0.58360654,0.79310346,0.0,0.648694
convAuto,Knot,4,0.0,0.0,0.0,0.0,0.0,0.6376812,0.53846157,0.6644737,0.6624204,0.87218046,0.0,0.67504346
convAuto,Needle,4,0.0,0.0,0.0,0.0,0.0,0.3607595,0.53608245,0.61009175,0.6160714,0.7251462,0.0,0.56963027
convAuto,Suture,4,0.0,0.0,0.0,0.0,0.0,0.7458678,0.6653846,0.82738096,0.53114754,0.5862069,0.0,0.67119753
convAuto,Knot,5,0.0,0.0,0.0,0.0,0.0,0.70289856,0.65384614,0.56578946,0.85350317,0.7368421,0.0,0.7025759
convAuto,Needle,5,0.0,0.0,0.0,0.0,0.0,0.35443038,0.82474226,0.5275229,0.55803573,0.60818714,0.0,0.5745837
convAuto,Suture,5,0.0,0.0,0.0,0.0,0.0,0.7458678,0.61153847,0.61904764,0.6131148,0.6551724,0.0,0.6489482
DFT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.6594203,0.7,0.6644737,0.6751592,0.68421054,0.0,0.6766527
DFT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.443038,0.4072165,0.40366971,0.41964287,0.5614035,0.0,0.44699413
DFT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.45247933,0.6923077,0.7202381,0.55409837,0.24521072,0.0,0.53286684
DCT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.8115942,0.75384617,0.67105263,0.7452229,0.7744361,0.0,0.7512304
DCT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.48101267,0.5051546,0.49541286,0.42857143,0.4853801,0.0,0.47910634
DCT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.5247934,0.63846153,0.6339286,0.78688526,0.25287357,0.0,0.5673885
DCT,Knot,4,0.0,0.0,0.0,0.0,0.0,0.8115942,0.75384617,0.67105263,0.7452229,0.7744361,0.0,0.7512304
DCT,Needle,4,0.0,0.0,0.0,0.0,0.0,0.48101267,0.5051546,0.49541286,0.42410713,0.4853801,0.0,0.4782135
DCT,Suture,4,0.0,0.0,0.0,0.0,0.0,0.5247934,0.63846153,0.6339286,0.78688526,0.25287357,0.0,0.5673885
