method,skill,run,Trial_1_Model,Trial_2_Model,Trial_3_Model,Trial_4_Model,Trial_5_Model,Trial_1_SVM,Trial_2_SVM,Trial_3_SVM,Trial_4_SVM,Trial_5_SVM,Acc_Full,Acc_Fea
ResNet,Needle,5,0.7943925,0.74365485,0.7986425,0.5776805,0.78962535,0.46105918,0.7360406,0.60181,0.25820568,0.79250723,0.7407991,0.56992453
ResNet,Suture,5,0.7977528,0.82954544,0.75,0.75,0.62781954,0.75995916,0.67424244,0.53382355,0.57096773,0.34586465,0.7510236,0.5769715
CNN,Knot,1,0.8556338,0.54307115,0.80448717,0.921875,0.7080292,0.72887325,0.42322096,0.7532051,0.925,0.5109489,0.76661927,0.66824967
CNN,Needle,1,0.8411215,0.8629442,0.7986425,0.60175055,0.7838617,0.49844238,0.84010154,0.65837103,0.4989059,0.55043226,0.77766407,0.6092506
CNN,Suture,1,0.9029622,0.8219697,0.7735294,0.766129,0.7481203,0.7916241,0.780303,0.7132353,0.3435484,0.40977442,0.80254215,0.60769707
CNN,Knot,2,0.7887324,0.6441948,0.8333333,0.90625,0.72627735,0.71478873,0.47565544,0.77884614,0.90625,0.540146,0.77975756,0.68313724
CNN,Needle,2,0.81619936,0.7741117,0.7986425,0.60393876,0.8299712,0.5140187,0.6751269,0.67420816,0.5098468,0.57636887,0.7645727,0.5899139
CNN,Suture,2,0.90602654,0.83522725,0.7735294,0.7129032,0.66541356,0.89581203,0.7651515,0.60588235,0.36129034,0.4774436,0.77862,0.621116
CNN,Knot,3,0.79577464,0.54307115,0.82051283,0.88125,0.72627735,0.7359155,0.41573033,0.6826923,0.871875,0.63503647,0.7533772,0.6682499
CNN,Needle,3,0.7383177,0.79949236,0.7986425,0.60175055,0.8270893,0.46105918,0.8045685,0.64932126,0.41356674,0.5792507,0.7530585,0.5815533
CNN,Suture,3,0.79673135,0.8560606,0.7735294,0.7129032,0.68609023,0.79468846,0.8598485,0.6602941,0.35967743,0.41729322,0.765063,0.61836034
CNN,Knot,4,0.8239437,0.5955056,0.7948718,0.93125,0.72627735,0.6830986,0.4681648,0.76282054,0.928125,0.34671533,0.7743697,0.63778484
CNN,Needle,4,0.83800626,0.78426397,0.7986425,0.6170678,0.870317,0.5046729,0.67005074,0.6199095,0.50328225,0.64553314,0.7816595,0.58868974
CNN,Suture,4,0.84678245,0.8806818,0.7735294,0.5467742,0.7988722,0.8273749,0.8276515,0.6102941,0.3467742,0.46804512,0.769328,0.61602795
CNN,Knot,5,0.79577464,0.6966292,0.8108974,0.9,0.72627735,0.693662,0.4344569,0.74358976,0.91875,0.5,0.78591573,0.6580917
CNN,Needle,5,0.76323986,0.78426397,0.7986425,0.56892776,0.7550432,0.5077882,0.7284264,0.561086,0.54485774,0.57060516,0.73402345,0.5825527
CNN,Suture,5,0.8508682,0.8787879,0.7735294,0.7129032,0.7462406,0.6057201,0.8125,0.50147057,0.23064516,0.43233082,0.79246587,0.5165333
CNN+LSTM,Knot,1,0.82042253,0.71910113,0.7948718,0.896875,0.73357666,0.7112676,0.42696628,0.7307692,0.84375,0.5328467,0.7929694,0.64912
CNN+LSTM,Needle,1,0.88785046,0.7766498,0.7986425,0.60175055,0.8242075,0.69158876,0.7766498,0.44117647,0.42450765,0.82132566,0.77782017,0.63104963
CNN+LSTM,Suture,1,0.84473956,0.8560606,0.7735294,0.7129032,0.7462406,0.8059244,0.8333333,0.59411764,0.60645163,0.41165414,0.78669465,0.6502962
CNN+LSTM,Knot,2,0.82042253,0.6966292,0.74038464,0.90625,0.72627735,0.8028169,0.6217228,0.74038464,0.903125,0.69343066,0.7779927,0.75229603
CNN+LSTM,Needle,2,0.8037383,0.9060914,0.7986425,0.6170678,0.7838617,0.5607477,0.78680205,0.64253396,0.49015316,0.5792507,0.7818803,0.6118975
CNN+LSTM,Suture,2,0.8651685,0.85227275,0.7735294,0.7145161,0.7518797,0.8825332,0.8390151,0.7735294,0.17258064,0.41353384,0.7914733,0.6162385
CNN+LSTM,Knot,3,0.7640845,0.7153558,0.8076923,0.871875,0.73357666,0.67957747,0.4307116,0.76602566,0.871875,0.57664233,0.7785168,0.6649664
CNN+LSTM,Needle,3,0.7538941,0.73350257,0.7986425,0.60175055,0.8069164,0.71028036,0.61421317,0.65384614,0.3785558,0.5619597,0.73894125,0.58377105
CNN+LSTM,Suture,3,0.897855,0.8068182,0.6779412,0.7129032,0.7462406,0.7834525,0.7689394,0.46764705,0.45645162,0.4793233,0.7683516,0.5911628
CNN+LSTM,Knot,4,0.82042253,0.835206,0.75961536,0.909375,0.72627735,0.7359155,0.5992509,0.44871795,0.878125,0.5218978,0.81017923,0.63678145
CNN+LSTM,Needle,4,0.9096573,0.79695433,0.7986425,0.60175055,0.8760807,0.89719623,0.7791878,0.6357466,0.47045952,0.61383283,0.7966171,0.67928463
CNN+LSTM,Suture,4,0.8202247,0.8314394,0.77794117,0.7709677,0.7462406,0.80694586,0.8314394,0.74264705,0.46129033,0.38157895,0.7893627,0.64478034
CNN+LSTM,Knot,5,0.86619717,0.7153558,0.74038464,0.89375,0.72627735,0.7605634,0.5131086,0.3525641,0.9125,0.55474454,0.788393,0.61869615
CNN+LSTM,Needle,5,0.8286604,0.73350257,0.7986425,0.6345733,0.79538906,0.47975078,0.70050764,0.7036199,0.5142232,0.7348703,0.75815356,0.62659436
CNN+LSTM,Suture,5,0.907048,0.77840906,0.7735294,0.7129032,0.7462406,0.9203269,0.75,0.47941175,0.68064517,0.5883459,0.7836261,0.6837459
LSTM,Knot,1,0.73239434,0.71910113,0.74038464,0.928125,0.72627735,0.7887324,0.71910113,0.74038464,0.940625,0.72627735,0.7692565,0.7830241
LSTM,Needle,1,0.24610592,0.73350257,0.5316742,0.6477024,0.5446686,0.24610592,0.26649746,0.5656109,0.6083151,0.5331412,0.5407307,0.4439341
LSTM,Suture,1,0.793667,0.6912879,0.7735294,0.7741935,0.7462406,0.48212463,0.6912879,0.76617646,0.7741935,0.7462406,0.7557837,0.6920046
LSTM,Knot,2,0.72887325,0.7378277,0.74038464,0.828125,0.76642334,0.72887325,0.752809,0.625,0.85,0.76642334,0.7603268,0.7446211
LSTM,Needle,2,0.24610592,0.7538071,0.5316742,0.6061269,0.59942365,0.24610592,0.75634515,0.5316742,0.3938731,0.59942365,0.54742754,0.5054844
LSTM,Suture,2,0.793667,0.6912879,0.7735294,0.82741934,0.7462406,0.793667,0.6912879,0.7735294,0.7129032,0.7462406,0.7664288,0.7435256
LSTM,Knot,3,0.693662,0.78651685,0.74038464,0.853125,0.76277375,0.78521127,0.79026216,0.74038464,0.85,0.72627735,0.76729244,0.77842706
LSTM,Needle,3,0.24610592,0.73350257,0.5316742,0.6061269,0.5331412,0.3956386,0.26649746,0.5316742,0.28446388,0.5331412,0.5301102,0.40228307
LSTM,Suture,3,0.793667,0.6912879,0.7735294,0.7145161,0.7462406,0.793667,0.6912879,0.7735294,0.716129,0.61090225,0.7438482,0.7171031
LSTM,Knot,4,0.83450705,0.71910113,0.74038464,0.775,0.72627735,0.8380282,0.71910113,0.74038464,0.775,0.72627735,0.759054,0.75975823
LSTM,Needle,4,0.24610592,0.73350257,0.5316742,0.6061269,0.59365994,0.24610592,0.42131978,0.37556562,0.1487965,0.6282421,0.5422139,0.36400598
LSTM,Suture,4,0.793667,0.6912879,0.77794117,0.7129032,0.7462406,0.7957099,0.6912879,0.77794117,0.7129032,0.7481203,0.74440795,0.7451925
LSTM,Knot,5,0.693662,0.7378277,0.74038464,0.775,0.72627735,0.693662,0.752809,0.6025641,0.775,0.72627735,0.73463035,0.7100625
LSTM,Needle,5,0.5140187,0.73350257,0.5316742,0.6498906,0.5360231,0.24610592,0.3401015,0.5316742,0.6061269,0.5331412,0.5930218,0.45142996
LSTM,Suture,5,0.793667,0.6912879,0.7735294,0.7129032,0.7462406,0.793667,0.6912879,0.7735294,0.7129032,0.7462406,0.7435256,0.7435256
convAuto,Knot,1,0.0,0.0,0.0,0.0,0.0,0.6197183,0.65543073,0.5576923,0.86875,0.71532845,0.0,0.68338394
convAuto,Needle,1,0.0,0.0,0.0,0.0,0.0,0.4143302,0.6395939,0.8619909,0.65426695,0.59654176,0.0,0.63334477
convAuto,Suture,1,0.0,0.0,0.0,0.0,0.0,0.64249235,0.67424244,0.7897059,0.46935484,0.58082706,0.0,0.6313245
convAuto,Knot,2,0.0,0.0,0.0,0.0,0.0,0.85915494,0.5505618,0.71153843,0.90625,0.879562,0.0,0.78141344
convAuto,Needle,2,0.0,0.0,0.0,0.0,0.0,0.6012461,0.65228426,0.6923077,0.6630197,0.52449566,0.0,0.62667066
convAuto,Suture,2,0.0,0.0,0.0,0.0,0.0,0.6618999,0.655303,0.7794118,0.5,0.6033835,0.0,0.6399996
convAuto,Knot,3,0.0,0.0,0.0,0.0,0.0,0.6971831,0.8426966,0.67948717,0.66875,0.34671533,0.0,0.64696646
convAuto,Needle,3,0.0,0.0,0.0,0.0,0.0,0.6105919,0.8248731,0.65837103,0.42450765,0.61383283,0.0,0.62643534
convAuto,Suture,3,0.0,0.0,0.0,0.0,0.0,0.46680287,0.7348485,0.72205883,0.44354838,0.58458644,0.0,0.590369
convAuto,Knot,4,0.0,0.0,0.0,0.0,0.0,0.7007042,0.65917605,0.6025641,0.871875,0.6240876,0.0,0.6916814
convAuto,Needle,4,0.0,0.0,0.0,0.0,0.0,0.5420561,0.53045684,0.95475113,0.44420132,0.351585,0.0,0.56461006
convAuto,Suture,4,0.0,0.0,0.0,0.0,0.0,0.75689477,0.6458333,0.63235295,0.5032258,0.61466163,0.0,0.6305937
convAuto,Knot,5,0.0,0.0,0.0,0.0,0.0,0.70422536,0.6142322,0.6858974,0.81875,0.82846713,0.0,0.73031443
convAuto,Needle,5,0.0,0.0,0.0,0.0,0.0,0.7507788,0.4746193,0.58371043,0.7155361,0.56772333,0.0,0.6184736
convAuto,Suture,5,0.0,0.0,0.0,0.0,0.0,0.825332,0.6818182,0.38088235,0.58709675,0.5244361,0.0,0.59991306
DFT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.7007042,0.58426964,0.57371795,0.71875,0.6277372,0.0,0.6410358
DFT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.39875388,0.4822335,0.40271494,0.5842451,0.61383283,0.0,0.49635604
DFT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.48825333,0.5681818,0.6338235,0.61774194,0.40789473,0.0,0.5431791
DCT,Knot,3,0.0,0.0,0.0,0.0,0.0,0.75352114,0.6966292,0.5576923,0.7,0.6423358,0.0,0.67003566
DCT,Needle,3,0.0,0.0,0.0,0.0,0.0,0.5420561,0.5482234,0.45475113,0.512035,0.57348704,0.0,0.52611053
DCT,Suture,3,0.0,0.0,0.0,0.0,0.0,0.5107252,0.57007575,0.5602941,0.7048387,0.24060151,0.0,0.51730704
DCT,Knot,4,0.0,0.0,0.0,0.0,0.0,0.75352114,0.6966292,0.5576923,0.7,0.6423358,0.0,0.67003566
DCT,Needle,4,0.0,0.0,0.0,0.0,0.0,0.5420561,0.5482234,0.45475113,0.512035,0.57348704,0.0,0.52611053
DCT,Suture,4,0.0,0.0,0.0,0.0,0.0,0.5107252,0.57007575,0.5602941,0.7048387,0.24060151,0.0,0.51730704
